id	分类模块	族	类型	英文	中文	状态
def_seat_saddle_node_5_desc	座椅与载人	座椅	node_desc	Outputs a standard value between -1 and 1, controlled using [$[action_up]] and [$[action_down]]. [$[action_down]] causes the output value to move towards -1, and [$[action_up]] moves it towards 1.	输出一个介于-1和1之间的值，使用[$[action_up]]和[$[action_down]]进行控制。[$[action_down]]使输出值向-1移动，[$[action_up]]使其向1移动	ok
def_seat_saddle_node_6_label	座椅与载人	座椅	label	Axis 3 [$[action_pedal_left]]/[$[action_pedal_right]]	轴 3 [$[action_pedal_left]]/[$[action_pedal_right]]	ok
def_seat_saddle_node_6_desc	座椅与载人	座椅	node_desc	Outputs a standard value between -1 and 1, controlled using [$[action_pedal_left]] and [$[action_pedal_right]]. [$[action_pedal_left]] causes the output value to move towards -1, and [$[action_pedal_right]] moves it towards 1.	输出一个介于-1和1之间的值，使用[$[动作踏板左]]和[$[动作踏板右]]进行控制。[$[action_People_left]]使输出值向-1移动，[$[action_People_right]]使其向1移动	ok
def_seat_saddle_node_7_label	座椅与载人	座椅	label	Axis 4 [$[action_throttle_up]]/[$[action_throttle_down]]	轴 4 [$[action_throttle_up]]/[$[action_throttle_down]]	ok
def_seat_saddle_node_7_desc	座椅与载人	座椅	node_desc	Outputs a standard value between -1 and 1, controlled using [$[action_throttle_up]] and [$[action_throttle_down]]. [$[action_throttle_down]] causes the output value to move towards -1, and [$[action_throttle_up]] moves it towards 1.	输出一个介于-1和1之间的值，使用[$[action_throttle_up]]和[$[action_throttle_down]]进行控制。[$[action_throttle_down]]使输出值向-1移动，[$[action_throttle_up]]使其向1移动	ok
def_seat_saddle_node_8_label	座椅与载人	座椅	label	Hotkey 1 [$[action_hotkey_1]]	按键 1 [$[action_hotkey_1]]	ok
def_seat_saddle_node_8_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_1]] is held, and off when it is not.	按住[$[action_hotkey_1]]时输出on信号,否则输出off信号	ok
def_seat_saddle_node_9_label	座椅与载人	座椅	label	Hotkey 2 [$[action_hotkey_2]]	按键 2 [$[action_hotkey_2]]	ok
def_seat_saddle_node_9_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_2]] is held, and off when it is not.	按住[$[action_hotkey_2]]时输出on信号,否则输出off信号	ok
def_seat_saddle_node_10_label	座椅与载人	座椅	label	Hotkey 3 [$[action_hotkey_3]]	按键 3 [$[action_hotkey_3]]	ok
def_seat_saddle_node_10_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_3]] is held, and off when it is not.	按住[$[action_hotkey_3]]时输出on信号,否则输出off信号	ok
def_seat_saddle_node_11_label	座椅与载人	座椅	label	Hotkey 4 [$[action_hotkey_4]]	按键 4 [$[action_hotkey_4]]	ok
def_seat_saddle_node_11_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_4]] is held, and off when it is not.	按住[$[action_hotkey_4]]时输出on信号,否则输出off信号	ok
def_seat_saddle_node_12_label	座椅与载人	座椅	label	Hotkey 5 [$[action_hotkey_5]]	按键 5 [$[action_hotkey_5]]	ok
def_seat_saddle_node_12_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_5]] is held, and off when it is not.	按住[$[action_hotkey_5]]时输出on信号,否则输出off信号	ok
def_seat_saddle_node_13_label	座椅与载人	座椅	label	Hotkey 6 [$[action_hotkey_6]]	按键 6 [$[action_hotkey_6]]	ok
def_seat_saddle_node_13_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_6]] is held, and off when it is not.	按住[$[action_hotkey_6]]时输出on信号,否则输出off信号	ok
def_seat_saddle_node_14_label	座椅与载人	座椅	label	Seat data	座位数据	ok
def_seat_saddle_node_14_desc	座椅与载人	座椅	node_desc	Outputs the axis, hotkey and occupied data from the seat. (On/Off 1+ : Hotkeys) (On/Off 31 : Trigger) (On/Off 32 : Occupied) (Value 1 : [$[action_left]]/[$[action_right]]) (Value 2 : [$[action_up]]/[$[action_down]]) (Value 3 : [$[action_pedal_left]]/[$[action_pedal_right]]) (Value 4 : [$[action_throttle_up]]/[$[action_throttle_down]]) (Value 9 : Look X)  (Value 10 : Look Y)	从座椅输出轴、热键和占用数据。(On/Off 1+ : 按键) (On/Off 31 : 扳机) (On/Off 32 : 占用) (值1 : [$[action_left]]/[$[action_right]]) (值2 : [$[action_up]]/[$[action_down]]) (值3 : [$[action_pedal_left]]/[$[action_pedal_right]]) (值4 : [$[action_throttle_up]]/[$[action_throttle_down]])	ok
def_seat_saddle_node_15_label	座椅与载人	座椅	label	Headset Audio	头盔音频	ok
def_seat_saddle_node_15_desc	座椅与载人	座椅	node_desc			ok
def_seat_saddle_node_16_label	座椅与载人	座椅	label	Headset Audio	头盔音频	ok
def_seat_saddle_node_16_desc	座椅与载人	座椅	node_desc			ok
def_seat_saddle_node_17_label	座椅与载人	座椅	label	Headset Video	头盔显示器	ok
def_seat_saddle_node_17_desc	座椅与载人	座椅	node_desc	Displays video UI overlay on a helmet mounted display.	头盔显示器输入信号	ok
def_seat_saddle_passenger_name	座椅与载人	座椅	name	Saddle Passenger Seat	乘客鞍座	ok
def_seat_saddle_passenger_desc	座椅与载人	座椅	desc	You can get in and out of the seat by interacting with it using [$[action_use_seat]]. You can place a rescued survivor in any seat by using [$[action_use_seat]] while carrying them.	通过使用[$[action_use_seat]]与座椅交互以进出座椅。可以在携带获救幸存者时使用[$[action_use_seat]]将其放置在任何座椅上	ok
def_seat_saddle_passenger_s_desc	座椅与载人	座椅	s_desc	A small padded passenger seat.	小型乘客鞍座	ok
def_seat_saddle_passenger_node_0_label	座椅与载人	座椅	label	Occupied	被占用	ok
def_seat_saddle_passenger_node_0_desc	座椅与载人	座椅	node_desc	Outputs an on signal if the seat is occupied by a character.	如果该座位被角色占用，则输出on信号	ok
def_seat_space_name	座椅与载人	座椅	name	Space Seat	驾驶座椅(宇航)	ok
def_seat_space_desc	座椅与载人	座椅	desc	It provides 4 number outputs that produce a standard value ranging from -1 to 1, and 6 on/off outputs. You can get in and out of the space seat by interacting with it using [$[action_use_seat]].	提供4个数字轴输出(-1~1)和6个on/off的按钮输出，按下 [$[action_use_seat]] 进出该位置	ok
def_seat_space_s_desc	座椅与载人	座椅	s_desc	The space seat lets you translate keyboard presses into output signals that can control logic components.	飞船座椅可以将键盘输入转化为控制载具的逻辑	ok
def_seat_space_node_0_label	座椅与载人	座椅	label	Occupied	已被占用	ok
def_seat_space_node_0_desc	座椅与载人	座椅	node_desc	Outputs an on signal if the handle is occupied by a character.	输出该座位是否被占用	ok
def_seat_space_node_1_label	座椅与载人	座椅	label	Trigger [$[action_trigger]]	扳机 [$[action_trigger]]	ok
def_seat_space_node_1_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_trigger]] is held, and off when it is not.	按住[$[action_trigger]]时，输出一个开启信号，不按住时，输出一个关闭信号	ok
def_seat_space_node_2_label	座椅与载人	座椅	label	Look X	视野X轴	ok
def_seat_space_node_2_desc	座椅与载人	座椅	node_desc	Outputs the character look direction in turns along the X-axis.	输出角色视野X轴方向	ok
def_seat_space_node_3_label	座椅与载人	座椅	label	Look Y	视野Y轴	ok
def_seat_space_node_3_desc	座椅与载人	座椅	node_desc	Outputs the character look direction in turns along the Y-axis.	出角色视野Y轴输方向	ok
def_seat_space_node_4_label	座椅与载人	座椅	label	Axis 1 [$[action_left]]/[$[action_right]]	轴 1 [$[action_left]]/[$[action_right]]	ok
def_seat_space_node_4_desc	座椅与载人	座椅	node_desc	Outputs a standard value between -1 and 1, controlled using [$[action_left]] and [$[action_right]]. [$[action_left]] causes the output value to move towards -1, and [$[action_right]] moves it towards 1.	输出一个介于-1和1之间的标准值，使用[$[action_left]]和[$[action_right]]进行控制。[$[action_left]]使输出值向-1移动，[$[action_right]]使其向1移动	ok
def_seat_space_node_5_label	座椅与载人	座椅	label	Axis 2 [$[action_up]]/[$[action_down]]	轴 2 [$[action_up]]/[$[action_down]]	ok
def_seat_space_node_5_desc	座椅与载人	座椅	node_desc	Outputs a standard value between -1 and 1, controlled using [$[action_up]] and [$[action_down]]. [$[action_down]] causes the output value to move towards -1, and [$[action_up]] moves it towards 1.	输出一个介于-1和1之间的标准值，使用[$[action_up]]和[$[action_down]]进行控制。[$[action_down]]使输出值向-1移动，[$[action_up]]使其向1移动	ok
def_seat_space_node_6_label	座椅与载人	座椅	label	Axis 3 [$[action_pedal_left]]/[$[action_pedal_right]]	轴 3 [$[action_pedal_left]]/[$[action_pedal_right]]	ok
def_seat_space_node_6_desc	座椅与载人	座椅	node_desc	Outputs a standard value between -1 and 1, controlled using [$[action_pedal_left]] and [$[action_pedal_right]]. [$[action_pedal_left]] causes the output value to move towards -1, and [$[action_pedal_right]] moves it towards 1.	输出一个介于-1和1之间的标准值，使用[$[动作踏板左]]和[$[动作踏板右]]进行控制。[$[action_People_left]]使输出值向-1移动，[$[action_People_right]]使其向1移动	ok
def_seat_space_node_7_label	座椅与载人	座椅	label	Axis 4 [$[action_throttle_up]]/[$[action_throttle_down]]	轴 4 [$[action_throttle_up]]/[$[action_throttle_down]]	ok
def_seat_space_node_7_desc	座椅与载人	座椅	node_desc	Outputs a standard value between -1 and 1, controlled using [$[action_throttle_up]] and [$[action_throttle_down]]. [$[action_throttle_down]] causes the output value to move towards -1, and [$[action_throttle_up]] moves it towards 1.	输出一个介于-1和1之间的标准值，使用[$[action_throttle_up]]和[$[action_throttle_down]]进行控制。[$[action_throttle_down]]使输出值向-1移动，[$[action_throttle_up]]使其向1移动	ok
def_seat_space_node_8_label	座椅与载人	座椅	label	Hotkey 1 [$[action_hotkey_1]]	按键 1 [$[action_hotkey_1]]	ok
def_seat_space_node_8_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_1]] is held, and off when it is not.	按住[$[action_hotkey_1]]时输出on信号,否则输出off信号	ok
def_seat_space_node_9_label	座椅与载人	座椅	label	Hotkey 2 [$[action_hotkey_2]]	按键 2 [$[action_hotkey_2]]	ok
def_seat_space_node_9_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_2]] is held, and off when it is not.	按住[$[action_hotkey_2]]时输出on信号,否则输出off信号	ok
def_seat_space_node_10_label	座椅与载人	座椅	label	Hotkey 3 [$[action_hotkey_3]]	按键 3 [$[action_hotkey_3]]	ok
def_seat_space_node_10_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_3]] is held, and off when it is not.	按住[$[action_hotkey_3]]时输出on信号,否则输出off信号	ok
def_seat_space_node_11_label	座椅与载人	座椅	label	Hotkey 4 [$[action_hotkey_4]]	按键 4 [$[action_hotkey_4]]	ok
def_seat_space_node_11_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_4]] is held, and off when it is not.	按住[$[action_hotkey_4]]时输出on信号,否则输出off信号	ok
def_seat_space_node_12_label	座椅与载人	座椅	label	Hotkey 5 [$[action_hotkey_5]]	按键 5 [$[action_hotkey_5]]	ok
def_seat_space_node_12_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_5]] is held, and off when it is not.	按住[$[action_hotkey_5]]时输出on信号,否则输出off信号	ok
def_seat_space_node_13_label	座椅与载人	座椅	label	Hotkey 6 [$[action_hotkey_6]]	按键 6 [$[action_hotkey_6]]	ok
def_seat_space_node_13_desc	座椅与载人	座椅	node_desc	Outputs an on signal when [$[action_hotkey_6]] is held, and off when it is not.	按住[$[action_hotkey_6]]时输出on信号,否则输出off信号	ok
def_seat_space_node_14_label	座椅与载人	座椅	label	Seat data	座位数据	ok
def_seat_space_node_14_desc	座椅与载人	座椅	node_desc	Outputs the axis, hotkey and occupied data from the helm. (On/Off 1+ : Hotkeys) (On/Off 31 : Trigger) (On/Off 32 : Occupied) (Value 1 : [$[action_left]]/[$[action_right]]) (Value 2 : [$[action_up]]/[$[action_down]]) (Value 3 : [$[action_pedal_left]]/[$[action_pedal_right]]) (Value 4 : [$[action_throttle_up]]/[$[action_throttle_down]]) (Value 9 : Look X)  (Value 10 : Look Y)	从座椅输出轴、热键和占用数据.(On/Off 1+:按键) (On/Off 31:扳机) (On/Off 32:占用) (值1: [$[action_left]]/[$[action_right]])(值2: [$[action_up]]/[$[action_down]])(值3: [$[action_pedal_left]]/[$[action_pedal_right]])(值4: [$[action_throttle_up]]/[$[action_throttle_down]])(值9:视野轴X)(值10:视野轴Y)	ok
def_seat_space_node_15_label	座椅与载人	座椅	label	Headset Audio	头盔音频	ok
def_seat_space_node_15_desc	座椅与载人	座椅	node_desc			ok
def_seat_space_node_16_label	座椅与载人	座椅	label	Headset Audio	头盔音频	ok
def_seat_space_node_16_desc	座椅与载人	座椅	node_desc			ok
def_seat_space_node_17_label	座椅与载人	座椅	label	Headset Video	头盔显示器	ok
def_seat_space_node_17_desc	座椅与载人	座椅	node_desc	Displays video UI overlay on a helmet mounted display.	头盔显示器输入信号	ok
def_seat_space_node_18_label	座椅与载人	座椅	label	Fluid In	流体输入	ok
def_seat_space_node_18_desc	座椅与载人	座椅	node_desc			ok
def_seat_stretcher_name	座椅与载人	座椅	name	Stretcher	担架	ok
def_seat_stretcher_desc	座椅与载人	座椅	desc	You can get in and out of the stretcher by interacting with it using [$[action_use_seat]]. You can place a rescued survivor in any stretcher by using [$[action_use_seat]] while carrying them.	按 [$[action_use_seat]] 键躺在担架上,或按下 [$[action_use_seat]] 键将获救的幸存者放在担架上	ok
def_seat_stretcher_s_desc	座椅与载人	座椅	s_desc	A strecher that connects below an attachment point.	连接点下方的担架	ok
def_seat_stretcher_node_0_label	座椅与载人	座椅	label	Occupied	被占用	ok
def_seat_stretcher_node_0_desc	座椅与载人	座椅	node_desc	Outputs an on signal if this bed is occupied by a character.	如果这个床被一个角色占用，则输出一个on信号	ok
def_separator_name	工业加工	分离器	name	Centrifugal Separator	离心分离机	ok
def_separator_desc	工业加工	分离器	desc	Provide torque to begin spinning the separator, fluid output ports will separate with increased effectiveness based on the spin speed.	输入扭矩以开始旋转离心机,输入的转速影响分离效率	ok
